Epoch,Host_Propellant_PSI,Host_Bus_Voltage,Host_Heartbeat_ms,ARB_Gyro_Mag,ARB_Temp_C,Target_Status
1562,283.97,28.25,999,0.006,52.98,ANOMALY
1563,283.8,28.47,999,0.008,51.75,ANOMALY
1564,283.89,28.78,999,0.008,50.52,ANOMALY
1565,284.03,28.84,999,0.003,51.54,ANOMALY
1566,283.76,28.64,999,0.007,49.74,ANOMALY
1567,284.41,28.26,999,0.011,50.65,ANOMALY
1568,284.69,28.6,999,0.016,52.53,ANOMALY
1569,283.52,28.67,999,0.013,51.67,ANOMALY
1570,284.31,28.65,999,0.003,52.87,ANOMALY
1571,284.18,28.66,999,0.013,50.02,ANOMALY
1572,284.45,28.57,999,0.007,51.77,ANOMALY
1573,284.27,28.49,999,0.012,51.57,ANOMALY
1574,283.54,28.38,999,0.01,53.03,ANOMALY
1575,283.62,28.12,999,0.009,52.78,ANOMALY
1576,284.26,28.57,999,0.009,52.78,ANOMALY
1577,284.75,28.54,999,0.01,53.71,ANOMALY
1578,283.12,28.61,999,0.017,51.83,ANOMALY
1579,284.38,28.23,999,0.01,53.56,ANOMALY
1580,284.8,28.63,999,0.015,51.21,ANOMALY
1581,284.12,28.91,999,0.015,51.21,ANOMALY
1582,284.46,28.52,999,0.013,53.07,ANOMALY
1583,283.82,28.49,999,0.001,50.84,ANOMALY
1584,284.1,28.56,999,0.016,52.95,ANOMALY
1585,283.34,28.91,999,0.008,52.51,ANOMALY
1586,282.97,28.3,999,0.014,53.51,ANOMALY
1587,284.6,28.54,999,0.005,52.41,ANOMALY
1588,283.63,28.34,999,0.004,52.55,ANOMALY
1589,283.88,28.39,999,0.02,53.04,ANOMALY
1590,283.41,28.49,999,0.005,51.9,ANOMALY
1591,283.39,28.77,999,0.016,51.88,ANOMALY
1592,284.0,28.86,999,0.011,53.09,ANOMALY
1593,283.71,28.59,999,0.008,52.62,ANOMALY
1594,284.25,28.42,999,0.01,52.27,ANOMALY
1595,284.28,29.0,999,0.003,52.63,ANOMALY
1596,284.2,28.41,999,0.01,54.34,ANOMALY
1597,284.15,28.39,999,0.005,52.33,ANOMALY
1598,284.81,28.15,999,0.008,52.33,ANOMALY
1599,283.48,28.78,999,0.015,51.12,ANOMALY
1600,283.97,28.69,999,0.011,52.82,ANOMALY
1601,284.56,28.98,999,0.003,53.55,ANOMALY
1602,284.61,28.22,999,0.014,53.76,ANOMALY
1603,283.26,28.79,999,0.01,53.06,ANOMALY
1604,283.81,28.51,999,0.007,53.94,ANOMALY
1605,284.63,28.66,999,0.014,53.75,ANOMALY
1606,284.2,28.17,999,0.009,54.16,ANOMALY
1607,284.03,28.79,999,0.004,54.06,ANOMALY
1608,283.81,28.66,999,0.019,54.68,ANOMALY
1609,283.72,28.49,999,0.01,52.97,ANOMALY
1610,284.05,28.63,999,0.01,51.84,ANOMALY
1611,283.77,28.35,999,0.008,53.86,ANOMALY
1612,283.86,28.38,999,0.016,54.01,ANOMALY
1613,283.91,28.41,999,0.007,54.83,ANOMALY
1614,283.52,28.13,999,0.002,54.57,ANOMALY
1615,284.12,28.67,999,0.007,55.26,ANOMALY
1616,285.3,28.74,999,0.017,53.97,ANOMALY
1617,282.94,28.36,999,0.014,53.61,ANOMALY
1618,283.98,28.57,999,0.009,52.02,ANOMALY
1619,283.43,28.45,999,0.017,53.75,ANOMALY
1620,284.09,28.57,999,0.014,52.92,ANOMALY
1621,283.82,28.37,999,0.009,53.71,ANOMALY
1622,284.16,28.32,999,0.009,53.58,ANOMALY
1623,284.36,28.71,999,0.012,54.03,ANOMALY
1624,283.86,28.49,999,0.006,53.49,ANOMALY
1625,284.32,28.9,999,0.01,54.56,ANOMALY
1626,282.57,28.51,999,0.012,50.93,ANOMALY
1627,284.53,28.31,999,0.002,53.87,ANOMALY
1628,283.91,28.75,999,0.009,54.91,ANOMALY
1629,284.25,28.63,999,0.008,55.61,ANOMALY
1630,283.09,28.65,999,0.015,54.5,ANOMALY
1631,283.28,28.74,999,0.001,55.49,ANOMALY
1632,283.75,28.37,999,0.008,54.0,ANOMALY
1633,283.66,28.47,999,0.008,53.87,ANOMALY
1634,283.8,28.47,999,0.015,54.42,ANOMALY
1635,284.19,28.24,999,0.01,53.92,ANOMALY
1636,282.76,28.45,999,0.019,53.17,ANOMALY
1637,284.12,28.77,999,0.013,53.47,ANOMALY
1638,283.63,28.55,999,0.008,52.9,ANOMALY
1639,283.51,28.23,999,0.011,54.57,ANOMALY
1640,282.87,28.19,999,0.008,54.09,ANOMALY
1641,283.84,28.83,999,0.014,53.75,ANOMALY
1642,282.37,28.48,999,0.003,53.57,ANOMALY
1643,283.9,28.37,999,0.006,54.67,ANOMALY
1644,282.82,28.45,999,0.012,54.98,ANOMALY
1645,283.58,28.2,999,0.016,53.1,ANOMALY
1646,283.48,28.78,999,0.001,52.97,ANOMALY
1647,284.12,28.42,999,0.017,55.24,ANOMALY
1648,283.43,28.77,999,0.009,52.94,ANOMALY
1649,283.16,28.51,999,0.001,54.9,ANOMALY
1650,283.25,28.79,999,0.005,56.0,ANOMALY
1651,284.13,28.55,999,0.002,56.03,ANOMALY
1652,283.75,28.67,999,0.01,55.18,ANOMALY
1653,283.28,28.64,999,0.01,55.18,ANOMALY
1654,283.34,28.62,999,0.013,56.75,ANOMALY
1655,282.67,28.57,999,0.007,52.2,ANOMALY
1656,283.64,28.45,999,0.004,54.1,ANOMALY
1657,282.55,28.88,999,0.008,55.44,ANOMALY
1658,283.8,28.32,999,0.01,54.29,ANOMALY
1659,283.48,28.5,999,0.011,55.89,ANOMALY
1660,284.6,28.5,999,0.006,54.64,ANOMALY
1661,282.84,28.58,999,0.015,54.85,ANOMALY
1662,283.33,28.41,999,0.007,54.47,ANOMALY
1663,284.27,28.56,999,0.006,54.25,ANOMALY
1664,283.96,28.47,999,0.007,54.26,ANOMALY
1665,283.0,28.18,999,0.015,55.11,ANOMALY
1666,283.45,28.5,999,0.009,54.09,ANOMALY
1667,283.33,28.28,999,0.007,55.85,ANOMALY
1668,283.46,28.15,999,0.015,55.58,ANOMALY
1669,282.96,28.53,999,0.021,56.06,ANOMALY
1670,283.26,28.6,999,0.011,53.86,ANOMALY
1671,282.49,28.61,999,0.016,53.32,ANOMALY
1672,283.35,28.61,999,0.015,55.04,ANOMALY
1673,283.5,28.11,999,0.007,57.98,ANOMALY
1674,283.15,28.23,999,0.01,56.37,ANOMALY
1675,282.44,28.89,999,0.004,54.58,ANOMALY
1676,283.74,28.29,999,0.009,55.59,ANOMALY
1677,283.41,28.62,999,0.007,55.93,ANOMALY
1678,282.86,28.36,999,0.008,53.86,ANOMALY
1679,283.07,28.52,999,0.006,56.63,ANOMALY
1680,282.45,28.37,999,0.009,55.12,ANOMALY
1681,282.68,28.61,999,0.013,55.23,ANOMALY
1682,282.91,28.53,999,0.009,55.37,ANOMALY
1683,283.79,28.41,999,0.001,56.53,ANOMALY
1684,282.84,28.29,999,0.006,54.66,ANOMALY
1685,283.47,28.55,999,0.002,53.73,ANOMALY
1686,282.87,28.26,999,0.011,55.79,ANOMALY
1687,283.26,28.59,999,0.013,53.46,ANOMALY
1688,283.05,29.03,999,0.011,55.23,ANOMALY
1689,283.55,28.77,999,0.006,56.75,ANOMALY
1690,282.83,28.64,999,0.011,56.17,ANOMALY
1691,282.31,28.48,999,0.008,56.67,ANOMALY
1692,282.39,28.11,999,0.004,56.27,ANOMALY
1693,282.81,28.24,999,0.014,58.09,ANOMALY
1694,282.44,28.76,999,0.014,55.13,ANOMALY
1695,283.26,28.34,999,0.015,56.14,ANOMALY
1696,282.81,28.36,999,0.007,55.34,ANOMALY
1697,284.22,28.47,999,0.016,56.76,ANOMALY
1698,282.15,28.29,999,0.008,55.77,ANOMALY
1699,283.11,28.25,999,0.013,57.59,ANOMALY
1700,282.44,28.49,999,0.007,55.37,ANOMALY
1701,282.74,28.32,999,0.009,57.33,ANOMALY
1702,283.05,28.35,999,0.002,56.55,ANOMALY
1703,281.81,28.34,999,0.008,55.96,ANOMALY
1704,283.08,28.6,999,0.01,56.56,ANOMALY
1705,283.9,28.45,999,0.008,56.31,ANOMALY
1706,282.71,28.46,999,0.019,56.43,ANOMALY
1707,283.06,28.62,999,0.004,55.9,ANOMALY
1708,283.43,28.47,999,0.007,55.44,ANOMALY
1709,282.83,28.44,999,0.005,55.83,ANOMALY
1710,282.61,28.59,999,0.007,54.52,ANOMALY
1711,281.75,28.63,999,0.015,57.07,ANOMALY
1712,283.2,28.47,999,0.017,55.03,ANOMALY
1713,282.81,28.52,999,0.006,56.07,ANOMALY
1714,282.36,28.34,999,0.006,56.97,ANOMALY
1715,282.91,28.33,999,0.004,57.19,ANOMALY
1716,282.55,28.65,999,0.017,54.61,ANOMALY
1717,282.57,28.59,999,0.016,56.32,ANOMALY
1718,283.12,28.59,999,0.009,56.9,ANOMALY
1719,282.14,28.56,999,0.003,56.53,ANOMALY
1720,283.33,28.51,999,0.003,57.85,ANOMALY
1721,282.09,28.64,999,0.011,55.71,ANOMALY
1722,282.45,28.69,999,0.013,54.52,ANOMALY
1723,283.73,28.68,999,0.0,57.41,ANOMALY
1724,283.33,28.48,999,0.008,56.09,ANOMALY
1725,282.8,28.78,999,0.018,54.9,ANOMALY
1726,282.27,28.55,999,0.009,56.53,ANOMALY
1727,282.47,28.63,999,0.017,57.95,ANOMALY
1728,282.76,28.56,999,0.013,55.48,ANOMALY
1729,282.73,28.55,999,0.005,59.11,ANOMALY
1730,282.66,28.35,999,0.009,55.97,ANOMALY
1731,282.68,28.64,999,0.009,56.92,ANOMALY
1732,282.57,29.07,999,0.005,55.65,ANOMALY
1733,281.95,28.43,999,0.005,56.94,ANOMALY
1734,282.4,28.51,999,0.018,56.79,ANOMALY
1735,283.11,28.41,999,0.005,55.47,ANOMALY
1736,281.96,28.4,999,0.015,59.82,ANOMALY
1737,282.54,28.81,999,0.008,56.52,ANOMALY
1738,282.21,28.37,999,0.01,56.56,ANOMALY
1739,282.67,28.41,999,0.013,58.05,ANOMALY
1740,282.41,28.18,999,0.007,58.92,ANOMALY
1741,283.33,28.35,999,0.013,58.27,ANOMALY
1742,282.83,28.16,999,0.0,55.97,ANOMALY
1743,281.92,28.63,999,0.012,57.42,ANOMALY
1744,282.9,29.06,999,0.002,55.35,ANOMALY
1745,282.16,28.43,999,0.009,58.16,ANOMALY
1746,282.25,28.17,999,0.014,55.66,ANOMALY
1747,282.69,28.68,999,0.013,56.52,ANOMALY
1748,282.28,28.35,999,0.004,57.35,ANOMALY
1749,282.96,28.76,999,0.004,57.83,ANOMALY
1750,282.11,28.44,999,0.007,57.15,ANOMALY
1751,282.18,28.37,999,0.011,58.96,ANOMALY
1752,282.15,28.46,999,0.0,58.2,ANOMALY
1753,282.19,28.65,999,0.01,58.15,ANOMALY
1754,283.01,28.45,999,0.012,56.31,ANOMALY
1755,282.77,28.4,999,0.009,59.27,ANOMALY
1756,283.3,28.46,999,0.013,56.79,ANOMALY
1757,283.57,28.25,999,0.011,59.36,ANOMALY
1758,281.91,28.58,999,0.007,59.68,ANOMALY
1759,282.45,28.14,999,0.0,58.2,ANOMALY
1760,281.81,28.41,999,0.011,58.75,ANOMALY
1761,282.0,28.65,999,0.005,54.66,ANOMALY
1762,282.07,28.56,999,0.007,57.58,ANOMALY
1763,281.84,28.62,999,0.012,58.91,ANOMALY
1764,281.84,28.49,999,0.017,58.76,ANOMALY
1765,282.28,28.73,999,0.01,56.65,ANOMALY
1766,281.73,28.68,999,0.013,57.61,ANOMALY
1767,282.75,28.59,999,0.003,55.39,ANOMALY
1768,281.86,28.69,999,0.011,58.37,ANOMALY
1769,283.72,28.65,999,0.01,56.11,ANOMALY
1770,282.08,28.41,999,0.016,59.15,ANOMALY
1771,282.33,28.23,999,0.007,59.23,ANOMALY
1772,281.63,28.58,999,0.009,57.61,ANOMALY
1773,283.12,28.61,999,0.015,58.63,ANOMALY
1774,282.82,28.72,999,0.01,57.93,ANOMALY
1775,282.4,28.31,999,0.004,58.41,ANOMALY
1776,281.57,28.32,999,0.023,57.06,ANOMALY
1777,282.34,28.59,999,0.005,58.86,ANOMALY
1778,281.66,28.49,999,0.01,56.62,ANOMALY
1779,282.94,28.12,999,0.012,56.46,ANOMALY
1780,282.61,28.58,999,0.011,58.2,ANOMALY
1781,282.24,28.13,999,0.009,58.14,ANOMALY
1782,280.96,28.31,999,0.009,58.66,ANOMALY
1783,281.68,28.77,999,0.009,57.77,ANOMALY
1784,282.5,28.86,999,0.004,60.33,ANOMALY
1785,282.76,28.26,999,0.021,58.64,ANOMALY
1786,282.7,28.43,999,0.009,58.74,ANOMALY
1787,281.34,28.51,999,0.013,58.73,ANOMALY
1788,282.27,28.86,999,0.008,59.57,ANOMALY
1789,282.62,28.4,999,0.008,59.17,ANOMALY
1790,281.27,28.4,999,0.008,59.07,ANOMALY
1791,282.09,28.81,999,0.002,59.39,ANOMALY
1792,282.22,28.43,999,0.009,56.86,ANOMALY
1793,281.92,28.64,999,0.008,56.93,ANOMALY
1794,281.13,28.2,999,0.016,58.67,ANOMALY
1795,281.89,28.47,999,0.004,58.58,ANOMALY
1796,281.88,28.17,999,0.007,59.39,ANOMALY
1797,281.96,28.29,999,0.006,58.86,ANOMALY
1798,281.74,28.67,999,0.017,59.45,ANOMALY
1799,281.79,28.49,999,0.006,57.66,ANOMALY
1800,281.98,28.44,999,0.013,58.92,ANOMALY
1801,282.21,28.35,999,0.015,57.62,ANOMALY
1802,281.83,28.46,999,0.009,59.38,ANOMALY
1803,281.77,28.56,999,0.003,57.14,ANOMALY
1804,282.01,28.7,999,0.003,59.4,ANOMALY
1805,280.99,27.97,999,0.014,57.61,ANOMALY
1806,282.18,28.33,999,0.004,58.73,ANOMALY
1807,281.93,28.53,999,0.012,60.04,ANOMALY
1808,281.94,28.48,999,0.011,59.4,ANOMALY
1809,282.39,28.58,999,0.012,57.56,ANOMALY
1810,280.92,28.55,999,0.012,58.56,ANOMALY
1811,280.9,28.44,999,0.005,57.76,ANOMALY
1812,282.02,28.39,999,0.005,57.6,ANOMALY
1813,281.87,28.45,999,0.014,59.44,ANOMALY
1814,281.95,28.73,999,0.007,59.92,ANOMALY
1815,281.62,28.35,999,0.004,59.83,ANOMALY
1816,282.17,28.49,999,0.013,60.02,ANOMALY
1817,282.3,28.54,999,0.005,59.44,ANOMALY
1818,282.06,28.81,999,0.012,59.2,ANOMALY
1819,281.68,28.44,999,0.017,58.43,ANOMALY
1820,280.75,28.69,999,0.01,59.1,ANOMALY
1821,282.18,28.75,999,0.015,58.25,ANOMALY
1822,282.39,28.49,999,0.011,58.75,ANOMALY
1823,282.09,28.46,999,0.018,59.72,ANOMALY
1824,281.32,28.43,999,0.005,59.54,ANOMALY
1825,282.09,28.45,999,0.01,62.75,ANOMALY
1826,282.17,28.67,999,0.013,58.37,ANOMALY
1827,282.51,28.55,999,0.009,59.63,ANOMALY
1828,281.28,28.55,999,0.016,58.36,ANOMALY
1829,281.6,28.27,999,0.008,59.42,ANOMALY
1830,282.07,28.31,999,0.02,59.49,ANOMALY
1831,281.72,28.93,999,0.021,60.72,ANOMALY
1832,281.12,28.46,999,0.011,59.45,ANOMALY
1833,281.88,28.35,999,0.013,59.74,ANOMALY
1834,281.95,28.79,999,0.016,59.53,ANOMALY
1835,281.69,28.56,999,0.004,58.59,ANOMALY
1836,281.75,28.62,999,0.003,59.37,ANOMALY
1837,281.5,28.47,999,0.016,59.67,ANOMALY
1838,282.36,28.44,999,0.011,60.16,ANOMALY
1839,281.16,28.47,999,0.009,60.67,ANOMALY
1840,281.31,28.22,999,0.01,59.91,ANOMALY
1841,281.6,28.48,999,0.002,59.92,ANOMALY
1842,282.02,28.56,999,0.009,58.48,ANOMALY
1843,280.82,28.87,999,0.006,60.78,ANOMALY
1844,280.91,28.52,999,0.015,59.57,ANOMALY
1845,280.53,28.03,999,0.015,61.04,ANOMALY
1846,281.56,28.48,999,0.013,61.64,ANOMALY
1847,280.97,29.05,999,0.012,60.17,ANOMALY
1848,281.33,28.67,999,0.003,59.36,ANOMALY
1849,281.84,28.34,999,0.013,60.4,ANOMALY
1850,281.18,28.62,999,0.013,60.8,ANOMALY
1851,281.61,28.35,999,0.016,60.16,ANOMALY
1852,281.33,28.23,999,0.021,59.95,ANOMALY
1853,281.81,28.43,999,0.002,61.1,ANOMALY
1854,281.7,28.52,999,0.008,61.07,ANOMALY
1855,281.1,28.13,999,0.006,60.25,ANOMALY
1856,281.36,28.27,999,0.011,58.98,ANOMALY
1857,281.95,28.5,999,0.01,61.12,ANOMALY
1858,281.62,28.42,999,0.009,59.92,ANOMALY
1859,280.71,28.58,999,0.015,60.94,ANOMALY
1860,281.73,28.26,999,0.004,60.9,ANOMALY
1861,280.85,28.64,999,0.005,58.89,ANOMALY
1862,282.09,28.26,999,0.005,60.89,ANOMALY
1863,281.88,28.83,999,0.008,61.36,ANOMALY
1864,281.51,28.16,999,0.004,61.51,ANOMALY
1865,281.43,28.28,999,0.01,61.02,ANOMALY
1866,281.24,28.58,999,0.009,58.96,ANOMALY
1867,281.67,28.83,999,0.006,62.24,ANOMALY
1868,281.14,28.56,999,0.014,61.41,ANOMALY
1869,281.43,28.61,999,0.01,59.82,ANOMALY
1870,281.74,28.5,999,0.015,60.27,ANOMALY
1871,281.01,28.29,999,0.009,61.32,ANOMALY
1872,280.97,28.4,999,0.01,61.8,ANOMALY
1873,280.67,28.26,999,0.007,60.66,ANOMALY
1874,280.73,28.24,999,0.01,62.0,ANOMALY
1875,280.34,28.58,999,0.014,59.41,ANOMALY
1876,281.61,28.28,999,0.008,60.19,ANOMALY
1877,282.14,28.56,999,0.013,59.2,ANOMALY
1878,281.93,28.24,999,0.006,60.4,ANOMALY
1879,280.4,28.56,999,0.014,62.84,ANOMALY
1880,281.56,28.4,999,0.007,63.42,ANOMALY
1881,281.9,28.78,999,0.014,61.62,ANOMALY
1882,280.95,28.56,999,0.01,60.78,ANOMALY
1883,281.22,28.75,999,0.018,61.23,ANOMALY
1884,280.16,28.35,999,0.004,61.95,ANOMALY
1885,281.28,28.51,999,0.003,59.95,ANOMALY
1886,280.61,28.3,999,0.007,60.97,ANOMALY
1887,281.23,28.42,999,0.003,63.01,ANOMALY
1888,280.34,28.45,999,0.003,60.56,ANOMALY
1889,281.38,28.35,999,0.013,60.88,ANOMALY
1890,281.61,28.26,999,0.01,61.68,ANOMALY
1891,280.7,28.22,999,0.008,61.98,ANOMALY
1892,280.51,28.03,999,0.008,61.1,ANOMALY
1893,279.99,28.29,999,0.007,61.83,ANOMALY
1894,280.93,28.63,999,0.018,62.39,ANOMALY
1895,280.76,28.18,999,0.006,63.78,ANOMALY
1896,280.27,28.23,999,0.003,61.72,ANOMALY
1897,281.26,28.86,999,0.014,61.83,ANOMALY
1898,280.8,28.37,999,0.009,63.43,ANOMALY
1899,280.47,28.56,999,0.02,61.39,ANOMALY
1900,280.72,28.63,999,0.007,60.64,ANOMALY
1901,281.53,28.63,999,0.014,62.25,ANOMALY
1902,281.28,28.2,999,0.015,63.1,ANOMALY
1903,280.91,28.45,999,0.007,62.42,ANOMALY
1904,281.27,28.18,999,0.006,61.99,ANOMALY
1905,280.37,28.99,999,0.014,60.67,ANOMALY
1906,280.96,28.18,999,0.013,62.09,ANOMALY
1907,281.0,28.29,999,0.003,63.41,ANOMALY
1908,280.69,28.29,999,0.004,60.97,ANOMALY
1909,281.13,28.2,999,0.003,61.99,ANOMALY
1910,280.51,28.77,999,0.013,61.88,ANOMALY
1911,281.15,28.98,999,0.009,61.6,ANOMALY
1912,281.16,28.4,999,0.009,62.58,ANOMALY
1913,279.41,28.24,999,0.002,62.8,ANOMALY
1914,281.46,28.05,999,0.005,62.82,ANOMALY
1915,279.33,28.45,999,0.008,61.44,ANOMALY
1916,280.53,28.44,999,0.007,60.81,ANOMALY
1917,281.34,28.37,999,0.011,62.74,ANOMALY
1918,280.66,28.54,999,0.013,62.01,ANOMALY
1919,280.08,28.58,999,0.021,64.38,ANOMALY
1920,280.25,28.56,999,0.01,64.46,ANOMALY
1921,281.3,28.44,999,0.016,64.59,ANOMALY
1922,279.82,28.28,999,0.006,61.69,ANOMALY
1923,281.33,28.63,999,0.002,63.23,ANOMALY
1924,280.73,28.5,999,0.008,63.56,ANOMALY
1925,280.15,28.68,999,0.002,63.48,ANOMALY
1926,280.45,28.66,999,0.01,62.4,ANOMALY
1927,280.22,28.22,999,0.006,64.06,ANOMALY
1928,281.15,28.21,999,0.0,62.82,ANOMALY
1929,281.08,28.35,999,0.019,62.97,ANOMALY
1930,279.84,28.29,999,0.007,61.34,ANOMALY
1931,280.49,28.65,999,0.002,63.55,ANOMALY
1932,280.25,28.57,999,0.014,62.68,ANOMALY
1933,281.32,28.72,999,0.006,63.43,ANOMALY
1934,279.99,28.58,999,0.015,63.23,ANOMALY
1935,281.45,28.54,999,0.006,63.21,ANOMALY
1936,280.62,28.74,999,0.007,63.01,ANOMALY
1937,280.05,28.59,999,0.012,63.87,ANOMALY
1938,280.28,28.51,999,0.013,62.92,ANOMALY
1939,280.21,28.8,999,0.014,61.69,ANOMALY
1940,279.96,28.52,999,0.01,63.75,ANOMALY
1941,280.64,28.44,999,0.013,62.4,ANOMALY
1942,279.97,28.33,999,0.014,61.92,ANOMALY
1943,279.48,28.64,999,0.011,62.25,ANOMALY
1944,280.37,28.75,999,0.009,63.58,ANOMALY
1945,279.65,28.49,999,0.003,63.23,ANOMALY
1946,280.16,28.76,999,0.013,61.23,ANOMALY
1947,280.08,28.11,999,0.01,63.01,ANOMALY
1948,280.08,28.49,999,0.008,64.59,ANOMALY
1949,281.51,28.49,999,0.016,63.0,ANOMALY
1950,280.53,28.35,999,0.003,63.32,ANOMALY
1951,280.61,28.98,999,0.018,64.56,ANOMALY
1952,279.59,28.49,999,0.01,64.34,ANOMALY
1953,280.14,28.42,999,0.012,64.6,ANOMALY
1954,280.57,28.51,999,0.008,60.83,ANOMALY
1955,279.94,28.1,999,0.002,65.37,ANOMALY
1956,280.89,28.35,999,0.009,64.3,ANOMALY
1957,279.83,28.7,999,0.012,66.16,ANOMALY
1958,280.28,28.37,999,0.013,62.94,ANOMALY
1959,280.12,28.33,999,0.009,61.99,ANOMALY
1960,280.48,28.76,999,0.001,63.79,ANOMALY
1961,280.07,28.77,999,0.002,63.54,ANOMALY
1962,280.24,28.6,999,0.02,64.5,ANOMALY
1963,280.25,28.41,999,0.005,64.95,ANOMALY
1964,279.99,28.45,999,0.017,63.82,ANOMALY
1965,280.59,28.34,999,0.005,63.7,ANOMALY
1966,280.46,28.3,999,0.009,64.49,ANOMALY
1967,280.29,28.29,999,0.013,63.74,ANOMALY
1968,280.1,28.38,999,0.006,63.69,ANOMALY
1969,280.71,28.29,999,0.018,65.1,ANOMALY
1970,280.18,28.19,999,0.01,65.35,ANOMALY
1971,280.14,28.54,999,0.012,65.2,ANOMALY
1972,280.33,28.55,999,0.009,63.98,ANOMALY
1973,281.12,28.84,999,0.013,62.04,ANOMALY
1974,279.59,28.37,999,0.018,64.06,ANOMALY
1975,280.64,28.56,999,0.009,63.48,ANOMALY
1976,279.29,28.56,999,0.019,64.14,ANOMALY
1977,280.34,28.45,999,0.007,63.63,ANOMALY
1978,281.01,28.65,999,0.014,64.31,ANOMALY
1979,280.45,28.66,999,0.012,63.32,ANOMALY
1980,280.29,28.57,999,0.005,63.11,ANOMALY
1981,279.91,28.45,999,0.011,65.65,ANOMALY
1982,280.2,28.43,999,0.01,63.48,ANOMALY
1983,280.04,28.23,999,0.006,64.48,ANOMALY
1984,279.77,28.34,999,0.012,65.47,ANOMALY
1985,280.01,28.38,999,0.011,65.46,ANOMALY
1986,280.24,28.28,999,0.01,65.37,ANOMALY
1987,279.75,28.59,999,0.01,64.91,ANOMALY
1988,279.72,28.74,999,0.01,65.36,ANOMALY
1989,279.43,28.32,999,0.008,66.04,ANOMALY
1990,280.3,28.56,999,0.011,65.12,ANOMALY
1991,280.36,28.29,999,0.007,62.89,ANOMALY
1992,280.2,28.44,999,0.023,64.23,ANOMALY
1993,280.55,28.36,999,0.003,65.48,ANOMALY
1994,280.1,28.62,999,0.007,64.19,ANOMALY
1995,280.25,28.36,999,0.007,66.47,ANOMALY
1996,280.19,28.7,999,0.02,64.82,ANOMALY
1997,279.98,28.45,999,0.003,64.99,ANOMALY
1998,279.75,28.37,999,0.012,66.06,ANOMALY
1999,281.12,28.25,999,0.011,64.79,ANOMALY
2000,279.77,28.55,999,0.012,65.18,ANOMALY
